,제목,가수,곡명,이미지색감,색감비율
0,내 젊은날의 추억 그리고 현재,"Primary, pphk",Seat Belt  ,"[35, 180, 235]",51.743381076388886
1,내 젊은날의 추억 그리고 현재,"Primary, pphk",Seat Belt  ,"[19, 23, 23]",39.0283203125
2,내 젊은날의 추억 그리고 현재,"Primary, pphk",Seat Belt  ,"[75, 108, 125]",9.228298611111112
3,내 젊은날의 추억 그리고 현재,Naul,Sad Cafe  ,"[35, 180, 235]",51.74283854166667
4,내 젊은날의 추억 그리고 현재,Naul,Sad Cafe  ,"[19, 23, 23]",39.03179253472222
5,내 젊은날의 추억 그리고 현재,Naul,Sad Cafe  ,"[75, 108, 125]",9.225368923611112
6,내 젊은날의 추억 그리고 현재,Brown Eyed Soul,Candy  ,"[35, 180, 235]",51.743381076388886
7,내 젊은날의 추억 그리고 현재,Brown Eyed Soul,Candy  ,"[19, 23, 23]",39.0283203125
8,내 젊은날의 추억 그리고 현재,Brown Eyed Soul,Candy  ,"[75, 108, 125]",9.228298611111112
9,날씨 좋을 때마다 들어야지,The Regime,Sunny Day,"[209, 224, 227]",53.94194878472223
10,날씨 좋을 때마다 들어야지,The Regime,Sunny Day,"[32, 76, 38]",37.78233506944444
11,날씨 좋을 때마다 들어야지,The Regime,Sunny Day,"[78, 121, 97]",8.275716145833334
12,날씨 좋을 때마다 들어야지,Jalen Ngonda,If You Don't Want My Love,"[209, 224, 227]",53.94194878472223
13,날씨 좋을 때마다 들어야지,Jalen Ngonda,If You Don't Want My Love,"[32, 76, 38]",37.78233506944444
14,날씨 좋을 때마다 들어야지,Jalen Ngonda,If You Don't Want My Love,"[78, 121, 97]",8.275716145833334
15,날씨 좋을 때마다 들어야지,Mamas Gun,Good Love,"[209, 224, 227]",53.94194878472223
16,날씨 좋을 때마다 들어야지,Mamas Gun,Good Love,"[32, 76, 38]",37.78233506944444
17,날씨 좋을 때마다 들어야지,Mamas Gun,Good Love,"[78, 121, 97]",8.275716145833334
18,날씨 좋을 때마다 들어야지,Jalen Ngonda,Just Like You Used To,"[209, 224, 227]",53.94194878472223
19,날씨 좋을 때마다 들어야지,Jalen Ngonda,Just Like You Used To,"[32, 76, 38]",37.78233506944444
20,날씨 좋을 때마다 들어야지,Jalen Ngonda,Just Like You Used To,"[78, 121, 97]",8.275716145833334
21,날씨 좋을 때마다 들어야지,The Sextones,This Could Last Forever,"[209, 224, 227]",53.94194878472223
22,날씨 좋을 때마다 들어야지,The Sextones,This Could Last Forever,"[32, 76, 38]",37.78233506944444
23,날씨 좋을 때마다 들어야지,The Sextones,This Could Last Forever,"[78, 121, 97]",8.275716145833334
24,날씨 좋을 때마다 들어야지,The Regime,Never Gonna Stop,"[209, 224, 227]",53.94194878472223
25,날씨 좋을 때마다 들어야지,The Regime,Never Gonna Stop,"[32, 76, 38]",37.78233506944444
26,날씨 좋을 때마다 들어야지,The Regime,Never Gonna Stop,"[78, 121, 97]",8.275716145833334
27,날씨 좋을 때마다 들어야지,Mayer Hawthorne,The Walk,"[209, 224, 227]",53.94194878472223
28,날씨 좋을 때마다 들어야지,Mayer Hawthorne,The Walk,"[32, 76, 38]",37.78233506944444
29,날씨 좋을 때마다 들어야지,Mayer Hawthorne,The Walk,"[78, 121, 97]",8.275716145833334
30,날씨 좋을 때마다 들어야지,Mamas Gun,This Is The Day,"[209, 224, 227]",53.94194878472223
31,날씨 좋을 때마다 들어야지,Mamas Gun,This Is The Day,"[32, 76, 38]",37.78233506944444
32,날씨 좋을 때마다 들어야지,Mamas Gun,This Is The Day,"[78, 121, 97]",8.275716145833334
33,날씨 좋을 때마다 들어야지,Young Gun Silver Fox,Who Needs Words,"[209, 224, 227]",53.94194878472223
34,날씨 좋을 때마다 들어야지,Young Gun Silver Fox,Who Needs Words,"[32, 76, 38]",37.78233506944444
35,날씨 좋을 때마다 들어야지,Young Gun Silver Fox,Who Needs Words,"[78, 121, 97]",8.275716145833334
36,날씨 좋을 때마다 들어야지,Thee Sacred Souls,Love Is The Way,"[209, 224, 227]",53.94194878472223
37,날씨 좋을 때마다 들어야지,Thee Sacred Souls,Love Is The Way,"[32, 76, 38]",37.78233506944444
38,날씨 좋을 때마다 들어야지,Thee Sacred Souls,Love Is The Way,"[78, 121, 97]",8.275716145833334
39,날씨 좋을 때마다 들어야지,Mayer Hawthorne,Just Ain't Gonna Work Out,"[209, 224, 227]",53.94194878472223
40,날씨 좋을 때마다 들어야지,Mayer Hawthorne,Just Ain't Gonna Work Out,"[32, 76, 38]",37.78233506944444
41,날씨 좋을 때마다 들어야지,Mayer Hawthorne,Just Ain't Gonna Work Out,"[78, 121, 97]",8.275716145833334
42,날씨 좋을 때마다 들어야지,Lady Wray,Guilty,"[209, 224, 227]",53.94194878472223
43,날씨 좋을 때마다 들어야지,Lady Wray,Guilty,"[32, 76, 38]",37.78233506944444
44,날씨 좋을 때마다 들어야지,Lady Wray,Guilty,"[78, 121, 97]",8.275716145833334
45,날씨 좋을 때마다 들어야지,Jalen Ngonda,Give Me Another Day,"[209, 224, 227]",53.9423828125
46,날씨 좋을 때마다 들어야지,Jalen Ngonda,Give Me Another Day,"[32, 76, 38]",37.76128472222222
47,날씨 좋을 때마다 들어야지,Jalen Ngonda,Give Me Another Day,"[78, 121, 97]",8.296332465277779
48,날씨 좋을 때마다 들어야지,The Regime,Freedom Girl,"[209, 224, 227]",53.94194878472223
49,날씨 좋을 때마다 들어야지,The Regime,Freedom Girl,"[32, 76, 38]",37.77311197916667
50,날씨 좋을 때마다 들어야지,The Regime,Freedom Girl,"[78, 121, 97]",8.28493923611111
51,날씨 좋을 때마다 들어야지,Les Imprimés,You,"[209, 224, 227]",53.94194878472223
52,날씨 좋을 때마다 들어야지,Les Imprimés,You,"[32, 76, 38]",37.78233506944444
53,날씨 좋을 때마다 들어야지,Les Imprimés,You,"[78, 121, 97]",8.275716145833334
54,날씨 좋을 때마다 들어야지,The Valdons,Whatcha Gonna Do,"[209, 224, 227]",53.94194878472223
55,날씨 좋을 때마다 들어야지,The Valdons,Whatcha Gonna Do,"[32, 76, 38]",37.78233506944444
56,날씨 좋을 때마다 들어야지,The Valdons,Whatcha Gonna Do,"[78, 121, 97]",8.275716145833334
57,날씨 좋을 때마다 들어야지,Les Imprimés,It's Over,"[209, 224, 227]",53.94194878472223
58,날씨 좋을 때마다 들어야지,Les Imprimés,It's Over,"[32, 76, 38]",37.78233506944444
59,날씨 좋을 때마다 들어야지,Les Imprimés,It's Over,"[78, 121, 97]",8.275716145833334
60,날씨 좋을 때마다 들어야지,Thee Sacred Souls,Easier Said Than Done,"[209, 224, 227]",53.94194878472223
61,날씨 좋을 때마다 들어야지,Thee Sacred Souls,Easier Said Than Done,"[32, 76, 38]",37.78233506944444
62,날씨 좋을 때마다 들어야지,Thee Sacred Souls,Easier Said Than Done,"[78, 121, 97]",8.275716145833334
63,날씨 좋을 때마다 들어야지,Dojo Cuts,Rome,"[209, 224, 227]",53.94194878472223
64,날씨 좋을 때마다 들어야지,Dojo Cuts,Rome,"[32, 76, 38]",37.78233506944444
65,날씨 좋을 때마다 들어야지,Dojo Cuts,Rome,"[78, 121, 97]",8.275716145833334
66,날씨 좋을 때마다 들어야지,George Benson,Breezin',"[209, 224, 227]",53.94194878472223
67,날씨 좋을 때마다 들어야지,George Benson,Breezin',"[32, 76, 38]",37.78233506944444
68,날씨 좋을 때마다 들어야지,George Benson,Breezin',"[78, 121, 97]",8.275716145833334
69,날씨 좋을 때마다 들어야지,The Spinners,It's A Shame,"[209, 224, 227]",53.94194878472223
70,날씨 좋을 때마다 들어야지,The Spinners,It's A Shame,"[32, 76, 38]",37.78233506944444
71,날씨 좋을 때마다 들어야지,The Spinners,It's A Shame,"[78, 121, 97]",8.275716145833334
72,날씨 좋을 때마다 들어야지,Aaron Frazer,If I Got It (Your Love Brought,"[209, 224, 227]",53.94194878472223
73,날씨 좋을 때마다 들어야지,Aaron Frazer,If I Got It (Your Love Brought,"[32, 76, 38]",37.78266059027778
74,날씨 좋을 때마다 들어야지,Aaron Frazer,If I Got It (Your Love Brought,"[78, 121, 97]",8.275390625
75,날씨 좋을 때마다 들어야지,Olivia Dean,Dive,"[209, 224, 227]",53.94194878472223
76,날씨 좋을 때마다 들어야지,Olivia Dean,Dive,"[32, 76, 38]",37.78233506944444
77,날씨 좋을 때마다 들어야지,Olivia Dean,Dive,"[78, 121, 97]",8.275716145833334
78,선선한 바람 맞으며 걷는 퇴근길 공덕,양수경,그대의 의미,"[24, 16, 13]",61.46918402777778
79,선선한 바람 맞으며 걷는 퇴근길 공덕,양수경,그대의 의미,"[88, 52, 69]",23.89485677083333
80,선선한 바람 맞으며 걷는 퇴근길 공덕,양수경,그대의 의미,"[112, 106, 202]",14.63595920138889
81,선선한 바람 맞으며 걷는 퇴근길 공덕,박성신,향기로운 그대여,"[24, 16, 13]",61.46918402777778
82,선선한 바람 맞으며 걷는 퇴근길 공덕,박성신,향기로운 그대여,"[88, 52, 69]",23.89485677083333
83,선선한 바람 맞으며 걷는 퇴근길 공덕,박성신,향기로운 그대여,"[112, 106, 202]",14.63595920138889
84,선선한 바람 맞으며 걷는 퇴근길 공덕,김현철,오늘 이 밤이,"[24, 16, 13]",61.46885850694444
85,선선한 바람 맞으며 걷는 퇴근길 공덕,김현철,오늘 이 밤이,"[88, 52, 69]",23.895182291666668
86,선선한 바람 맞으며 걷는 퇴근길 공덕,김현철,오늘 이 밤이,"[112, 106, 202]",14.63595920138889
87,선선한 바람 맞으며 걷는 퇴근길 공덕,임재범,이 밤이 지나면,"[24, 16, 13]",61.46918402777778
88,선선한 바람 맞으며 걷는 퇴근길 공덕,임재범,이 밤이 지나면,"[88, 52, 69]",23.89485677083333
89,선선한 바람 맞으며 걷는 퇴근길 공덕,임재범,이 밤이 지나면,"[112, 106, 202]",14.63595920138889
90,선선한 바람 맞으며 걷는 퇴근길 공덕,정원영,가버린 날들,"[24, 16, 13]",61.46918402777778
91,선선한 바람 맞으며 걷는 퇴근길 공덕,정원영,가버린 날들,"[88, 52, 69]",23.89485677083333
92,선선한 바람 맞으며 걷는 퇴근길 공덕,정원영,가버린 날들,"[112, 106, 202]",14.63595920138889
93,선선한 바람 맞으며 걷는 퇴근길 공덕,장필순,점점 더,"[24, 16, 13]",61.44780815972221
94,선선한 바람 맞으며 걷는 퇴근길 공덕,장필순,점점 더,"[88, 51, 69]",23.912760416666668
95,선선한 바람 맞으며 걷는 퇴근길 공덕,장필순,점점 더,"[112, 106, 202]",14.63943142361111
96,선선한 바람 맞으며 걷는 퇴근길 공덕,이은하,미소를 띄우며 나를 보낸 그 모습처럼,"[24, 16, 13]",61.46918402777778
97,선선한 바람 맞으며 걷는 퇴근길 공덕,이은하,미소를 띄우며 나를 보낸 그 모습처럼,"[88, 52, 69]",23.89485677083333
98,선선한 바람 맞으며 걷는 퇴근길 공덕,이은하,미소를 띄우며 나를 보낸 그 모습처럼,"[112, 106, 202]",14.63595920138889
99,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,슬픈 인형,"[24, 16, 13]",61.42588975694444
100,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,슬픈 인형,"[88, 51, 69]",23.931749131944443
101,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,슬픈 인형,"[112, 106, 202]",14.64236111111111
102,선선한 바람 맞으며 걷는 퇴근길 공덕,김트리오와 김추자,그대여 안녕히,"[24, 16, 13]",61.46885850694444
103,선선한 바람 맞으며 걷는 퇴근길 공덕,김트리오와 김추자,그대여 안녕히,"[88, 52, 69]",23.895182291666668
104,선선한 바람 맞으며 걷는 퇴근길 공덕,김트리오와 김추자,그대여 안녕히,"[112, 106, 202]",14.63595920138889
105,선선한 바람 맞으며 걷는 퇴근길 공덕,김현식,그대와 단둘이서,"[24, 16, 13]",61.46918402777778
106,선선한 바람 맞으며 걷는 퇴근길 공덕,김현식,그대와 단둘이서,"[88, 52, 69]",23.89485677083333
107,선선한 바람 맞으며 걷는 퇴근길 공덕,김현식,그대와 단둘이서,"[112, 106, 202]",14.63595920138889
108,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,혼자만의 느낌,"[24, 16, 13]",61.469075520833336
109,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,혼자만의 느낌,"[88, 52, 69]",23.89496527777778
110,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,혼자만의 느낌,"[112, 106, 202]",14.63595920138889
111,선선한 바람 맞으며 걷는 퇴근길 공덕,유재하,지난날,"[24, 16, 13]",61.46972656250001
112,선선한 바람 맞으며 걷는 퇴근길 공덕,유재하,지난날,"[88, 52, 69]",23.894639756944443
113,선선한 바람 맞으며 걷는 퇴근길 공덕,유재하,지난날,"[112, 106, 202]",14.635633680555554
114,선선한 바람 맞으며 걷는 퇴근길 공덕,정원영,다시 시작해,"[24, 16, 13]",61.46723090277778
115,선선한 바람 맞으며 걷는 퇴근길 공덕,정원영,다시 시작해,"[88, 52, 69]",23.896809895833336
116,선선한 바람 맞으며 걷는 퇴근길 공덕,정원영,다시 시작해,"[112, 106, 202]",14.63595920138889
117,선선한 바람 맞으며 걷는 퇴근길 공덕,황치훈,추억속의 그대,"[24, 16, 13]",61.47417534722223
118,선선한 바람 맞으며 걷는 퇴근길 공덕,황치훈,추억속의 그대,"[88, 52, 69]",23.890950520833336
119,선선한 바람 맞으며 걷는 퇴근길 공덕,황치훈,추억속의 그대,"[112, 106, 202]",14.634874131944445
120,선선한 바람 맞으며 걷는 퇴근길 공덕,윤상,한걸음 더,"[24, 16, 13]",61.46885850694444
121,선선한 바람 맞으며 걷는 퇴근길 공덕,윤상,한걸음 더,"[88, 52, 69]",23.895182291666668
122,선선한 바람 맞으며 걷는 퇴근길 공덕,윤상,한걸음 더,"[112, 106, 202]",14.63595920138889
123,선선한 바람 맞으며 걷는 퇴근길 공덕,이상은,그대 떠난후,"[24, 16, 13]",61.46918402777778
124,선선한 바람 맞으며 걷는 퇴근길 공덕,이상은,그대 떠난후,"[88, 52, 69]",23.89485677083333
125,선선한 바람 맞으며 걷는 퇴근길 공덕,이상은,그대 떠난후,"[112, 106, 202]",14.63595920138889
126,선선한 바람 맞으며 걷는 퇴근길 공덕,김완선,이젠 잊기로 해요,"[24, 16, 13]",61.46918402777778
127,선선한 바람 맞으며 걷는 퇴근길 공덕,김완선,이젠 잊기로 해요,"[88, 52, 69]",23.89496527777778
128,선선한 바람 맞으며 걷는 퇴근길 공덕,김완선,이젠 잊기로 해요,"[112, 106, 202]",14.635850694444445
129,선선한 바람 맞으며 걷는 퇴근길 공덕,나미,가까이 하고싶은 그대,"[24, 16, 13]",61.46723090277778
130,선선한 바람 맞으며 걷는 퇴근길 공덕,나미,가까이 하고싶은 그대,"[88, 52, 69]",23.896809895833336
131,선선한 바람 맞으며 걷는 퇴근길 공덕,나미,가까이 하고싶은 그대,"[112, 106, 202]",14.63595920138889
132,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,꿈 ,"[24, 16, 13]",61.46918402777778
133,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,꿈 ,"[88, 52, 69]",23.89485677083333
134,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,꿈 ,"[112, 106, 202]",14.63595920138889
135,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,오래된 친구,"[24, 16, 13]",61.46918402777778
136,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,오래된 친구,"[88, 52, 69]",23.89485677083333
137,선선한 바람 맞으며 걷는 퇴근길 공덕,빛과 소금,오래된 친구,"[112, 106, 202]",14.63595920138889
138,선선한 바람 맞으며 걷는 퇴근길 공덕,김현철,횡계에서 돌아오는 저녁,"[24, 16, 13]",61.46918402777778
139,선선한 바람 맞으며 걷는 퇴근길 공덕,김현철,횡계에서 돌아오는 저녁,"[88, 52, 69]",23.89485677083333
140,선선한 바람 맞으며 걷는 퇴근길 공덕,김현철,횡계에서 돌아오는 저녁,"[112, 106, 202]",14.63595920138889
141,선선한 바람 맞으며 걷는 퇴근길 공덕,김병철,도시속의 외로움,"[24, 16, 13]",61.46918402777778
142,선선한 바람 맞으며 걷는 퇴근길 공덕,김병철,도시속의 외로움,"[88, 52, 69]",23.89485677083333
143,선선한 바람 맞으며 걷는 퇴근길 공덕,김병철,도시속의 외로움,"[112, 106, 202]",14.63595920138889
144,선선한 바람 맞으며 걷는 퇴근길 공덕,김현철,오랜만에,"[24, 16, 13]",61.47309027777778
145,선선한 바람 맞으며 걷는 퇴근길 공덕,김현철,오랜만에,"[88, 52, 69]",23.89203559027778
146,선선한 바람 맞으며 걷는 퇴근길 공덕,김현철,오랜만에,"[112, 106, 202]",14.634874131944445
147,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Laufey,From The Start,"[8, 21, 10]",44.34830729166666
148,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Laufey,From The Start,"[35, 60, 41]",42.387912326388886
149,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Laufey,From The Start,"[88, 122, 115]",13.263780381944446
150,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Melody Gardot,Les Etoiles,"[8, 21, 10]",44.34830729166666
151,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Melody Gardot,Les Etoiles,"[35, 60, 41]",42.387912326388886
152,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Melody Gardot,Les Etoiles,"[88, 122, 115]",13.263780381944446
153,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Yujin Kim,Portugal,"[8, 21, 10]",45.007161458333336
154,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Yujin Kim,Portugal,"[35, 60, 42]",41.86957465277778
155,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Yujin Kim,Portugal,"[88, 123, 115]",13.12326388888889
156,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Golden Swing Band,Tea For Two,"[8, 21, 10]",44.34830729166666
157,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Golden Swing Band,Tea For Two,"[35, 60, 41]",42.387912326388886
158,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Golden Swing Band,Tea For Two,"[88, 122, 115]",13.263780381944446
159,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Bruno Major,Regent's Park,"[8, 21, 10]",45.007161458333336
160,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Bruno Major,Regent's Park,"[35, 60, 42]",41.869466145833336
161,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Bruno Major,Regent's Park,"[88, 123, 115]",13.123372395833332
162,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Yun Seok Cheol Trio,4월의 D플랫 ,"[8, 21, 10]",45.007161458333336
163,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Yun Seok Cheol Trio,4월의 D플랫 ,"[35, 60, 42]",41.869466145833336
164,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Yun Seok Cheol Trio,4월의 D플랫 ,"[88, 123, 115]",13.123372395833332
165,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Hiromi’s Sonicwonder,Reminiscence,"[8, 21, 10]",45.007161458333336
166,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Hiromi’s Sonicwonder,Reminiscence,"[35, 60, 42]",41.869466145833336
167,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Hiromi’s Sonicwonder,Reminiscence,"[88, 123, 115]",13.123372395833332
168,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Stella Jang,"L’Amour, Les Baguettes, Paris","[8, 21, 10]",44.37434895833333
169,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Stella Jang,"L’Amour, Les Baguettes, Paris","[35, 60, 42]",42.37022569444445
170,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Stella Jang,"L’Amour, Les Baguettes, Paris","[88, 122, 115]",13.25542534722222
171,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Anna of the North,Dream Girl,"[8, 21, 10]",44.37434895833333
172,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Anna of the North,Dream Girl,"[35, 60, 42]",42.37185329861112
173,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Anna of the North,Dream Girl,"[88, 122, 115]",13.253797743055555
174,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jason Lee,find love ,"[8, 21, 10]",44.3486328125
175,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jason Lee,find love ,"[35, 60, 41]",42.389973958333336
176,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jason Lee,find love ,"[88, 122, 115]",13.261393229166666
177,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Bruno Major,The Most Beautiful Thing,"[8, 21, 10]",44.34830729166666
178,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Bruno Major,The Most Beautiful Thing,"[35, 60, 41]",42.387912326388886
179,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Bruno Major,The Most Beautiful Thing,"[88, 122, 115]",13.263780381944446
180,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,wave to earth,bad,"[8, 21, 10]",44.34830729166666
181,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,wave to earth,bad,"[35, 60, 41]",42.387912326388886
182,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,wave to earth,bad,"[88, 122, 115]",13.263780381944446
183,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,잔나비,초록을 거머쥔 우리는,"[8, 21, 10]",45.007161458333336
184,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,잔나비,초록을 거머쥔 우리는,"[35, 60, 42]",41.869466145833336
185,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,잔나비,초록을 거머쥔 우리는,"[88, 123, 115]",13.123372395833332
186,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,"Car, the garden",Sarah,"[8, 21, 10]",44.37434895833333
187,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,"Car, the garden",Sarah,"[35, 60, 42]",42.37185329861112
188,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,"Car, the garden",Sarah,"[88, 122, 115]",13.253797743055555
189,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jeremy Zucker,emily,"[8, 21, 10]",44.34830729166666
190,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jeremy Zucker,emily,"[35, 60, 41]",42.38628472222222
191,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jeremy Zucker,emily,"[88, 122, 115]",13.26540798611111
192,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Zion.T,무중력,"[8, 21, 10]",45.007161458333336
193,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Zion.T,무중력,"[35, 60, 42]",41.869466145833336
194,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Zion.T,무중력,"[88, 123, 115]",13.123372395833332
195,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Elijah woods,"24/7, 365 ","[8, 21, 10]",45.007161458333336
196,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Elijah woods,"24/7, 365 ","[35, 60, 42]",41.869466145833336
197,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Elijah woods,"24/7, 365 ","[88, 123, 115]",13.123372395833332
198,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Mac Ayres,Easy,"[8, 21, 10]",45.007161458333336
199,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Mac Ayres,Easy,"[35, 60, 42]",41.869466145833336
200,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Mac Ayres,Easy,"[88, 123, 115]",13.123372395833332
201,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Lianne La Havas,Paper Thin,"[8, 21, 10]",45.007161458333336
202,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Lianne La Havas,Paper Thin,"[35, 60, 42]",41.87185329861112
203,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Lianne La Havas,Paper Thin,"[88, 123, 115]",13.120985243055555
204,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jessie Reyez,"Figures, a Reprise","[8, 21, 10]",44.348849826388886
205,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jessie Reyez,"Figures, a Reprise","[35, 60, 42]",42.390625
206,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jessie Reyez,"Figures, a Reprise","[88, 122, 115]",13.260525173611112
207,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Lauv,Modern Loneliness,"[8, 21, 10]",44.34830729166666
208,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Lauv,Modern Loneliness,"[35, 60, 41]",42.387912326388886
209,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Lauv,Modern Loneliness,"[88, 122, 115]",13.263780381944446
210,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,FKJ & Tom Misch,Losing My Way,"[8, 21, 10]",45.007161458333336
211,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,FKJ & Tom Misch,Losing My Way,"[35, 60, 42]",41.87185329861112
212,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,FKJ & Tom Misch,Losing My Way,"[88, 123, 115]",13.120985243055555
213,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jungle,PROBLEMZ,"[8, 21, 10]",45.007161458333336
214,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jungle,PROBLEMZ,"[35, 60, 42]",41.869466145833336
215,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Jungle,PROBLEMZ,"[88, 123, 115]",13.123372395833332
216,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Cory Wong,J.A.M. ,"[8, 21, 10]",44.34830729166666
217,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Cory Wong,J.A.M. ,"[35, 60, 41]",42.387912326388886
218,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Cory Wong,J.A.M. ,"[88, 122, 115]",13.263780381944446
219,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Caravan Palace,Rock It for Me,"[8, 21, 10]",45.007161458333336
220,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Caravan Palace,Rock It for Me,"[35, 60, 42]",41.869466145833336
221,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Caravan Palace,Rock It for Me,"[88, 123, 115]",13.123372395833332
222,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Gipsy Kings,Volare,"[8, 21, 10]",45.007161458333336
223,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Gipsy Kings,Volare,"[35, 60, 42]",41.869466145833336
224,잔디밭에 누워 하루종일 음악만 듣고 싶은 날,Gipsy Kings,Volare,"[88, 123, 115]",13.123372395833332
225,평범한 일상을 특별한 하루로 만드는 방법,John Mayer,Gravity,"[167, 171, 190]",71.00477430555556
226,평범한 일상을 특별한 하루로 만드는 방법,John Mayer,Gravity,"[79, 113, 146]",16.827582465277775
227,평범한 일상을 특별한 하루로 만드는 방법,John Mayer,Gravity,"[31, 51, 55]",12.167643229166666
228,평범한 일상을 특별한 하루로 만드는 방법,Tom Misch,Movie,"[167, 171, 190]",71.00477430555556
229,평범한 일상을 특별한 하루로 만드는 방법,Tom Misch,Movie,"[79, 113, 146]",16.827582465277775
230,평범한 일상을 특별한 하루로 만드는 방법,Tom Misch,Movie,"[31, 51, 55]",12.167643229166666
231,평범한 일상을 특별한 하루로 만드는 방법,Fkj,Why Are There Boundaries,"[167, 171, 190]",71.00477430555556
