,제목,설명,가수,곡명,이미지객체,이미지색감,색감비율
1285,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Perry Como,Santa Claus Is Comin' to Town,person,"[132, 147, 184]",26.862413194444446
1286,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Perry Como,Santa Claus Is Comin' to Town,person,"[36, 38, 50]",25.78927951388889
1287,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,The First Noel,person,"[71, 78, 113]",47.369466145833336
1288,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,The First Noel,person,"[132, 147, 184]",26.902452256944443
1289,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,The First Noel,person,"[36, 38, 50]",25.728081597222225
1290,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jonas Brothers,I Need You Christmas,,"[5, 19, 38]",67.0056423611111
1291,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jonas Brothers,I Need You Christmas,,"[26, 57, 100]",29.26595052083333
1292,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jonas Brothers,I Need You Christmas,,"[107, 151, 184]",3.728407118055556
1293,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Giveon,The First Noel,,"[5, 19, 38]",67.072265625
1294,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Giveon,The First Noel,,"[26, 57, 100]",29.23122829861111
1295,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Giveon,The First Noel,,"[108, 151, 184]",3.696506076388889
1296,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Sarah Kang, Sam Ock",Have Yourself a Merry Little Christmas,,"[5, 19, 38]",67.00553385416667
1297,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Sarah Kang, Sam Ock",Have Yourself a Merry Little Christmas,,"[26, 57, 100]",29.268229166666664
1298,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Sarah Kang, Sam Ock",Have Yourself a Merry Little Christmas,,"[107, 151, 184]",3.7262369791666665
1299,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,ASTN,Last Christmas,,"[5, 19, 38]",67.00792100694444
1300,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,ASTN,Last Christmas,,"[26, 57, 100]",29.26486545138889
1301,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,ASTN,Last Christmas,,"[107, 151, 184]",3.7272135416666665
1302,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Albert Posis,Winter Wonderland,,"[5, 19, 38]",67.0056423611111
1303,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Albert Posis,Winter Wonderland,,"[26, 57, 100]",29.26595052083333
1304,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Albert Posis,Winter Wonderland,,"[107, 151, 184]",3.728407118055556
1305,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Johnny Stimson,The Christmas Song,,"[5, 19, 38]",67.0869140625
1306,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Johnny Stimson,The Christmas Song,,"[26, 57, 100]",29.21733940972222
1307,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Johnny Stimson,The Christmas Song,,"[108, 151, 184]",3.6957465277777777
1308,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Joey Stamper,White Christmas,,"[5, 19, 38]",67.00423177083333
1309,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Joey Stamper,White Christmas,,"[26, 57, 100]",29.26584201388889
1310,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Joey Stamper,White Christmas,,"[107, 151, 184]",3.7299262152777777
1311,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"HYESUNG, Milena",Falling,,"[5, 19, 38]",67.02484809027777
1312,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"HYESUNG, Milena",Falling,,"[26, 57, 100]",29.24891493055556
1313,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"HYESUNG, Milena",Falling,,"[107, 151, 184]",3.7262369791666665
1314,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Sarah Kang, EyeLoveBrandon, Jonny Tobin",I'll Be Home for Christmas,,"[5, 19, 38]",67.0056423611111
1315,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Sarah Kang, EyeLoveBrandon, Jonny Tobin",I'll Be Home for Christmas,,"[26, 57, 100]",29.26595052083333
1316,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Sarah Kang, EyeLoveBrandon, Jonny Tobin",I'll Be Home for Christmas,,"[107, 151, 184]",3.728407118055556
1317,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",Have Yourself a Merry Little Christmas,,"[5, 19, 38]",67.0056423611111
1318,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",Have Yourself a Merry Little Christmas,,"[26, 57, 100]",29.26595052083333
1319,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",Have Yourself a Merry Little Christmas,,"[107, 151, 184]",3.728407118055556
1320,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Daniela Andrade,Christmas Time Is Here,,"[5, 19, 38]",67.02473958333334
1321,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Daniela Andrade,Christmas Time Is Here,,"[26, 57, 100]",29.248697916666664
1322,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Daniela Andrade,Christmas Time Is Here,,"[107, 151, 184]",3.7265625
1323,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Joseph Solomon,THE CHRISTMAS SONG,,"[5, 19, 38]",67.08279079861111
1324,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Joseph Solomon,THE CHRISTMAS SONG,,"[26, 57, 100]",29.22146267361111
1325,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Joseph Solomon,THE CHRISTMAS SONG,,"[108, 151, 184]",3.6957465277777777
1326,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Laufey,Christmas Dreaming,,"[5, 19, 38]",67.00423177083333
1327,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Laufey,Christmas Dreaming,,"[26, 57, 100]",29.26584201388889
1328,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Laufey,Christmas Dreaming,,"[107, 151, 184]",3.7299262152777777
1329,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Sarah Kang, Sam Ock",Mr. Snowman,,"[5, 19, 38]",67.00423177083333
1330,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Sarah Kang, Sam Ock",Mr. Snowman,,"[26, 57, 100]",29.2666015625
1331,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Sarah Kang, Sam Ock",Mr. Snowman,,"[107, 151, 184]",3.729166666666667
1332,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Be Son,When You Wish Upon a Star,,"[5, 19, 38]",67.0869140625
1333,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Be Son,When You Wish Upon a Star,,"[26, 57, 100]",29.21733940972222
1334,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Be Son,When You Wish Upon a Star,,"[108, 151, 184]",3.6957465277777777
1335,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Keepitinside,Little Christmas,,"[5, 19, 38]",67.0048828125
1336,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Keepitinside,Little Christmas,,"[26, 57, 100]",29.2666015625
1337,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Keepitinside,Little Christmas,,"[107, 151, 184]",3.728515625
1338,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Daniela Andrade,Santa Baby,,"[5, 19, 38]",67.0056423611111
1339,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Daniela Andrade,Santa Baby,,"[26, 57, 100]",29.26595052083333
1340,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Daniela Andrade,Santa Baby,,"[107, 151, 184]",3.728407118055556
1341,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,MEENOI,No Santa,,"[5, 19, 38]",67.00726996527779
1342,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,MEENOI,No Santa,,"[26, 57, 100]",29.26421440972222
1343,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,MEENOI,No Santa,,"[107, 151, 184]",3.728515625
1344,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Conor Matthews,Snowed In,,"[5, 19, 38]",67.00423177083333
1345,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Conor Matthews,Snowed In,,"[26, 57, 100]",29.26584201388889
1346,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Conor Matthews,Snowed In,,"[107, 151, 184]",3.7299262152777777
1347,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,John Park,Save Our Christmas,,"[5, 19, 38]",67.0056423611111
1348,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,John Park,Save Our Christmas,,"[26, 57, 100]",29.26595052083333
1349,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,John Park,Save Our Christmas,,"[107, 151, 184]",3.728407118055556
1350,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",The Christmas Song,,"[5, 19, 38]",67.00423177083333
1351,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",The Christmas Song,,"[26, 57, 100]",29.26584201388889
1352,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",The Christmas Song,,"[107, 151, 184]",3.7299262152777777
1353,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Yerin Baek,November Song,,"[5, 19, 38]",67.00162760416667
1354,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Yerin Baek,November Song,,"[26, 57, 100]",29.26833767361111
1355,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Yerin Baek,November Song,,"[107, 151, 184]",3.7300347222222223
1356,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Laufey,Winter Wonderland,,"[5, 19, 38]",67.0056423611111
1357,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Laufey,Winter Wonderland,,"[26, 57, 100]",29.26595052083333
1358,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Laufey,Winter Wonderland,,"[107, 151, 184]",3.728407118055556
1359,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",Chipmunk Song (Christmas Don't Be Late),,"[5, 19, 38]",67.00423177083333
1360,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",Chipmunk Song (Christmas Don't Be Late),,"[26, 57, 100]",29.26584201388889
1361,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",Chipmunk Song (Christmas Don't Be Late),,"[107, 151, 184]",3.7299262152777777
1362,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jeff Bernat,Have Yourself a Merry Little Christmas,,"[5, 19, 38]",67.00162760416667
1363,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jeff Bernat,Have Yourself a Merry Little Christmas,,"[26, 57, 100]",29.26833767361111
1364,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jeff Bernat,Have Yourself a Merry Little Christmas,,"[107, 151, 184]",3.7300347222222223
1365,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,juno roome,christmas time is here,,"[5, 19, 38]",67.00423177083333
1366,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,juno roome,christmas time is here,,"[26, 57, 100]",29.26584201388889
1367,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,juno roome,christmas time is here,,"[107, 151, 184]",3.7299262152777777
1368,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",All I Want for Christmas Is You,,"[5, 19, 38]",66.99283854166667
1369,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",All I Want for Christmas Is You,,"[26, 57, 100]",29.276367187500004
1370,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,"Juliana Chahayed, Hubie",All I Want for Christmas Is You,,"[107, 151, 184]",3.7307942708333335
1371,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,grentperez,Christmas Starts Tonight,,"[5, 19, 38]",67.0048828125
1372,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,grentperez,Christmas Starts Tonight,,"[26, 57, 100]",29.26605902777778
1373,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,grentperez,Christmas Starts Tonight,,"[107, 151, 184]",3.729058159722222
1374,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Mabes,Alone on Christmas Eve,,"[5, 19, 38]",67.00423177083333
1375,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Mabes,Alone on Christmas Eve,,"[26, 57, 100]",29.26595052083333
1376,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Mabes,Alone on Christmas Eve,,"[107, 151, 184]",3.7298177083333335
1377,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Caitlyn Smith,Snow Day,,"[5, 19, 38]",67.0056423611111
1378,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Caitlyn Smith,Snow Day,,"[26, 57, 100]",29.26595052083333
1379,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Caitlyn Smith,Snow Day,,"[107, 151, 184]",3.728407118055556
1380,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Joseph Vincent,Someday At Christmas,,"[5, 19, 38]",67.08279079861111
1381,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Joseph Vincent,Someday At Christmas,,"[26, 57, 100]",29.22146267361111
1382,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Joseph Vincent,Someday At Christmas,,"[108, 151, 184]",3.6957465277777777
1383,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jeff Bernat,White Christmas,,"[5, 19, 38]",67.0056423611111
1384,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jeff Bernat,White Christmas,,"[26, 57, 100]",29.26595052083333
1385,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jeff Bernat,White Christmas,,"[107, 151, 184]",3.728407118055556
1386,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jennifer Chung,Sleigh Ride,,"[5, 19, 38]",67.0869140625
1387,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jennifer Chung,Sleigh Ride,,"[26, 57, 100]",29.21733940972222
1388,너를 위해 담아온 크리스마스,#팝송추천 #플레이리스트 #노래추천 꽉 꽉 눌러 담은 크리스마스,Jennifer Chung,Sleigh Ride,,"[108, 151, 184]",3.6957465277777777
1389,우리 겨울밤엔 잔잔한 재즈를 같이 들어요,#팝송추천 #플레이리스트 #노래추천 겨울밤엔 재즈를,Johnny Hartman,Home,,"[9, 19, 30]",64.02115885416667
1390,우리 겨울밤엔 잔잔한 재즈를 같이 들어요,#팝송추천 #플레이리스트 #노래추천 겨울밤엔 재즈를,Johnny Hartman,Home,,"[28, 58, 82]",22.76595052083333
1391,우리 겨울밤엔 잔잔한 재즈를 같이 들어요,#팝송추천 #플레이리스트 #노래추천 겨울밤엔 재즈를,Johnny Hartman,Home,,"[66, 117, 151]",13.212890625000002
1392,우리 겨울밤엔 잔잔한 재즈를 같이 들어요,#팝송추천 #플레이리스트 #노래추천 겨울밤엔 재즈를,Johnny Hartman,It's Easy To Remember,,"[9, 19, 30]",64.02788628472223
1393,우리 겨울밤엔 잔잔한 재즈를 같이 들어요,#팝송추천 #플레이리스트 #노래추천 겨울밤엔 재즈를,Johnny Hartman,It's Easy To Remember,,"[28, 58, 82]",22.76443142361111
1394,우리 겨울밤엔 잔잔한 재즈를 같이 들어요,#팝송추천 #플레이리스트 #노래추천 겨울밤엔 재즈를,Johnny Hartman,It's Easy To Remember,,"[66, 117, 151]",13.207682291666668
