,제목,설명,가수,곡명,이미지객체,이미지색감,색감비율
920,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,Thomas Ng,flaws,person,"[68, 101, 110]",28.311848958333336
921,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Jesse Barrera, Gabe Bondoc",Sway,person,"[24, 40, 35]",36.94802517361111
922,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Jesse Barrera, Gabe Bondoc",Sway,person,"[101, 165, 172]",34.74012586805556
923,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Jesse Barrera, Gabe Bondoc",Sway,person,"[68, 101, 110]",28.311848958333336
924,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Jeff Bernat, Albert Posis, Jesse Barrera, PRVDNT",Rest Assured,person,"[24, 40, 35]",36.94802517361111
925,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Jeff Bernat, Albert Posis, Jesse Barrera, PRVDNT",Rest Assured,person,"[101, 165, 172]",34.74012586805556
926,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Jeff Bernat, Albert Posis, Jesse Barrera, PRVDNT",Rest Assured,person,"[68, 101, 110]",28.311848958333336
927,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,Albert Posis,The Author,person,"[24, 40, 35]",36.94802517361111
928,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,Albert Posis,The Author,person,"[101, 165, 172]",34.74012586805556
929,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,Albert Posis,The Author,person,"[68, 101, 110]",28.311848958333336
930,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Jesse Barrera, Albert Posis",CHIVALRY IS DEAD,person,"[24, 40, 35]",36.94802517361111
931,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Jesse Barrera, Albert Posis",CHIVALRY IS DEAD,person,"[101, 165, 172]",34.7392578125
932,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Jesse Barrera, Albert Posis",CHIVALRY IS DEAD,person,"[68, 101, 110]",28.31271701388889
933,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Vincent Water, TERESA",Like a Flower,person,"[24, 40, 35]",36.94802517361111
934,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Vincent Water, TERESA",Like a Flower,person,"[101, 165, 172]",34.74012586805556
935,따뜻한 오후의 햇살 아래,#팝송추천 #플레이리스트 #노래추천 봄 이리온사진 제공 : 신현빈 작가님 @chalkak.film,"Vincent Water, TERESA",Like a Flower,person,"[68, 101, 110]",28.311848958333336
936,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Bas Bao,너와 이 순간을,person,"[78, 39, 11]",55.098958333333336
937,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Bas Bao,너와 이 순간을,person,"[115, 67, 24]",26.38335503472222
938,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Bas Bao,너와 이 순간을,person,"[3, 1, 7]",18.517686631944443
939,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,softy,if we met again,person,"[90, 47, 14]",80.88346354166667
940,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,softy,if we met again,person,"[4, 1, 7]",18.76030815972222
941,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,softy,if we met again,person,"[218, 198, 181]",0.3562282986111111
942,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,moim,dream,person,"[90, 47, 14]",80.88346354166667
943,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,moim,dream,person,"[4, 1, 7]",18.76030815972222
944,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,moim,dream,person,"[218, 198, 181]",0.3562282986111111
945,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,GYE0M,우리들의 아픔을 잃길 바랐는데,person,"[90, 47, 14]",80.88335503472223
946,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,GYE0M,우리들의 아픔을 잃길 바랐는데,person,"[4, 1, 7]",18.76030815972222
947,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,GYE0M,우리들의 아픔을 잃길 바랐는데,person,"[218, 198, 181]",0.3563368055555556
948,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Yerin Baek,Meant to be,person,"[90, 47, 14]",80.88346354166667
949,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Yerin Baek,Meant to be,person,"[4, 1, 7]",18.76030815972222
950,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Yerin Baek,Meant to be,person,"[218, 198, 181]",0.3562282986111111
951,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,Love Is a Flower,person,"[90, 47, 14]",80.88346354166667
952,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,Love Is a Flower,person,"[4, 1, 7]",18.76019965277778
953,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,Love Is a Flower,person,"[218, 198, 181]",0.3563368055555556
954,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Jiwoo,Greed,person,"[90, 47, 14]",80.88346354166667
955,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Jiwoo,Greed,person,"[4, 1, 7]",18.76019965277778
956,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Jiwoo,Greed,person,"[218, 198, 181]",0.3563368055555556
957,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Jiwoo,Aston,person,"[78, 39, 11]",55.098958333333336
958,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Jiwoo,Aston,person,"[115, 67, 24]",26.38335503472222
959,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Jiwoo,Aston,person,"[3, 1, 7]",18.517686631944443
960,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Yerin Baek,can i b u,person,"[90, 47, 14]",80.88346354166667
961,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Yerin Baek,can i b u,person,"[4, 1, 7]",18.76030815972222
962,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Yerin Baek,can i b u,person,"[218, 198, 181]",0.3562282986111111
963,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,상실,person,"[78, 39, 11]",55.098958333333336
964,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,상실,person,"[115, 67, 24]",26.38335503472222
965,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,상실,person,"[3, 1, 7]",18.517686631944443
966,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,터널,person,"[78, 39, 11]",55.098958333333336
967,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,터널,person,"[115, 67, 24]",26.38335503472222
968,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,터널,person,"[3, 1, 7]",18.517686631944443
969,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,"Nuz, Jin Kim",Shape,person,"[78, 39, 11]",55.10167100694444
970,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,"Nuz, Jin Kim",Shape,person,"[115, 67, 24]",26.38064236111111
971,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,"Nuz, Jin Kim",Shape,person,"[3, 1, 7]",18.517686631944443
972,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,RIO,Sweetbitter,person,"[78, 39, 11]",55.098958333333336
973,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,RIO,Sweetbitter,person,"[115, 67, 24]",26.38335503472222
974,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,RIO,Sweetbitter,person,"[3, 1, 7]",18.517686631944443
975,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,O3ohn,Somehow,person,"[90, 47, 14]",80.88346354166667
976,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,O3ohn,Somehow,person,"[4, 1, 7]",18.76030815972222
977,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,O3ohn,Somehow,person,"[218, 198, 181]",0.3562282986111111
978,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,"GYE0M, Lee Yerin",내 생각을 들려주지 않을거에요,person,"[78, 39, 11]",55.098958333333336
979,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,"GYE0M, Lee Yerin",내 생각을 들려주지 않을거에요,person,"[115, 67, 24]",26.38335503472222
980,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,"GYE0M, Lee Yerin",내 생각을 들려주지 않을거에요,person,"[3, 1, 7]",18.517686631944443
981,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Nuz,고요,person,"[90, 47, 14]",80.88346354166667
982,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Nuz,고요,person,"[4, 1, 7]",18.76030815972222
983,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Nuz,고요,person,"[218, 198, 181]",0.3562282986111111
984,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,10cm,그러니까,person,"[90, 47, 14]",80.88346354166667
985,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,10cm,그러니까,person,"[4, 1, 7]",18.76019965277778
986,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,10cm,그러니까,person,"[218, 198, 181]",0.3563368055555556
987,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,Endless Love,person,"[78, 39, 11]",55.098958333333336
988,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,Endless Love,person,"[115, 67, 24]",26.38335503472222
989,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Colde,Endless Love,person,"[3, 1, 7]",18.517686631944443
990,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,O3ohn,Thoms Piano,person,"[90, 47, 14]",80.88346354166667
991,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,O3ohn,Thoms Piano,person,"[4, 1, 7]",18.76030815972222
992,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,O3ohn,Thoms Piano,person,"[218, 198, 181]",0.3562282986111111
993,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Nuz,Sunset,person,"[78, 39, 11]",55.098958333333336
994,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Nuz,Sunset,person,"[115, 67, 24]",26.38335503472222
995,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Nuz,Sunset,person,"[3, 1, 7]",18.517686631944443
996,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,coldnight,널 사랑하지 않는 날이 올까,person,"[78, 39, 11]",55.098958333333336
997,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,coldnight,널 사랑하지 않는 날이 올까,person,"[115, 67, 24]",26.38335503472222
998,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,coldnight,널 사랑하지 않는 날이 올까,person,"[3, 1, 7]",18.517686631944443
999,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,GYE0M,우린 마를 리 없었지,person,"[90, 47, 14]",80.88335503472223
1000,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,GYE0M,우린 마를 리 없었지,person,"[4, 1, 7]",18.76030815972222
1001,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,GYE0M,우린 마를 리 없었지,person,"[218, 198, 181]",0.3563368055555556
1002,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Nuz,Grassland,person,"[78, 39, 11]",55.1015625
1003,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Nuz,Grassland,person,"[115, 67, 24]",26.38064236111111
1004,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,Nuz,Grassland,person,"[3, 1, 7]",18.51779513888889
1005,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,The Poles,느릿느릿 지는 해를 바라보자,person,"[78, 39, 11]",55.10167100694444
1006,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,The Poles,느릿느릿 지는 해를 바라보자,person,"[115, 67, 24]",26.38064236111111
1007,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,The Poles,느릿느릿 지는 해를 바라보자,person,"[3, 1, 7]",18.517686631944443
1008,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,SOLE,흠,person,"[90, 47, 14]",80.88346354166667
1009,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,SOLE,흠,person,"[4, 1, 7]",18.76030815972222
1010,"시리고 시린 계절, 겨울",#플레이리스트 #노래추천 영화 '이터널 선샤인'과 함께,SOLE,흠,person,"[218, 198, 181]",0.3562282986111111
1011,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,When Can We Be,bed,"[19, 20, 20]",83.49913194444444
1012,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,When Can We Be,bed,"[40, 55, 69]",12.942708333333334
1013,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,When Can We Be,bed,"[81, 113, 138]",3.558159722222222
1014,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,Trajectories,bed,"[19, 20, 20]",83.49913194444444
1015,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,Trajectories,bed,"[40, 55, 69]",12.942708333333334
1016,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,Trajectories,bed,"[81, 113, 138]",3.558159722222222
1017,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baker,Blue Room,bed,"[19, 20, 20]",83.49913194444444
1018,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baker,Blue Room,bed,"[40, 55, 69]",12.942708333333334
1019,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baker,Blue Room,bed,"[81, 113, 138]",3.558159722222222
1020,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baker,"You're Mine, You!",bed,"[19, 20, 20]",83.49913194444444
1021,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baker,"You're Mine, You!",bed,"[40, 55, 69]",12.942708333333334
1022,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baker,"You're Mine, You!",bed,"[81, 113, 138]",3.558159722222222
1023,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,HONNE - one way to tokyo,dream edit,bed,"[19, 20, 20]",83.49913194444444
1024,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,HONNE - one way to tokyo,dream edit,bed,"[40, 55, 69]",12.942708333333334
1025,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,HONNE - one way to tokyo,dream edit,bed,"[81, 113, 138]",3.558159722222222
1026,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,92914,starlight,bed,"[19, 20, 20]",83.49913194444444
1027,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,92914,starlight,bed,"[40, 55, 69]",12.942708333333334
1028,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,92914,starlight,bed,"[81, 113, 138]",3.558159722222222
1029,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,SOLOMON,do you want my love?,bed,"[19, 20, 20]",83.49913194444444
1030,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,SOLOMON,do you want my love?,bed,"[40, 55, 69]",12.942708333333334
1031,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,SOLOMON,do you want my love?,bed,"[81, 113, 138]",3.558159722222222
1032,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,OK Wang,City of Stars,bed,"[19, 20, 20]",83.49913194444444
1033,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,OK Wang,City of Stars,bed,"[40, 55, 69]",12.942708333333334
1034,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,OK Wang,City of Stars,bed,"[81, 113, 138]",3.558159722222222
1035,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Sam Ock,Remeber,bed,"[19, 20, 20]",83.49913194444444
1036,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Sam Ock,Remeber,bed,"[40, 55, 69]",12.942708333333334
1037,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Sam Ock,Remeber,bed,"[81, 113, 138]",3.558159722222222
1038,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,Places We Won't Walk,bed,"[19, 20, 20]",83.49913194444444
1039,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,Places We Won't Walk,bed,"[40, 55, 69]",12.942708333333334
1040,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,Places We Won't Walk,bed,"[81, 113, 138]",3.558159722222222
1041,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,To Let A Good Thing Die,bed,"[19, 20, 20]",83.49913194444444
1042,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,To Let A Good Thing Die,bed,"[40, 55, 69]",12.942708333333334
1043,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,To Let A Good Thing Die,bed,"[81, 113, 138]",3.558159722222222
1044,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,HONNE - la la la that's how it goes,dream edit,bed,"[19, 20, 20]",83.49913194444444
1045,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,HONNE - la la la that's how it goes,dream edit,bed,"[40, 55, 69]",12.942708333333334
1046,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,HONNE - la la la that's how it goes,dream edit,bed,"[81, 113, 138]",3.558159722222222
1047,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,"92914, Minji",Someday,bed,"[19, 20, 20]",83.49913194444444
1048,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,"92914, Minji",Someday,bed,"[40, 55, 69]",12.942708333333334
1049,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,"92914, Minji",Someday,bed,"[81, 113, 138]",3.558159722222222
1050,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baker,"Sweet Sue, Just You",bed,"[19, 20, 20]",83.49913194444444
1051,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baker,"Sweet Sue, Just You",bed,"[40, 55, 69]",12.942708333333334
1052,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baker,"Sweet Sue, Just You",bed,"[81, 113, 138]",3.558159722222222
1053,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baket,I Get Along Without You Very Well,bed,"[19, 20, 20]",83.49913194444444
1054,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baket,I Get Along Without You Very Well,bed,"[40, 55, 69]",12.942491319444445
1055,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Chet Baket,I Get Along Without You Very Well,bed,"[81, 113, 138]",3.5583767361111107
1056,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Sam Ock,Silent,bed,"[19, 20, 20]",83.49913194444444
1057,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Sam Ock,Silent,bed,"[40, 55, 69]",12.942708333333334
1058,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Sam Ock,Silent,bed,"[81, 113, 138]",3.558159722222222
1059,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Milena,Letter,bed,"[19, 20, 20]",83.49913194444444
1060,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Milena,Letter,bed,"[40, 55, 69]",12.942708333333334
1061,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Milena,Letter,bed,"[81, 113, 138]",3.558159722222222
1062,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Mac Ayres,I'll Be Your Home Now,bed,"[19, 20, 20]",83.49913194444444
1063,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Mac Ayres,I'll Be Your Home Now,bed,"[40, 55, 69]",12.942491319444445
1064,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Mac Ayres,I'll Be Your Home Now,bed,"[81, 113, 138]",3.5583767361111107
1065,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Mac Ayres,Games,bed,"[19, 20, 20]",83.49913194444444
1066,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Mac Ayres,Games,bed,"[40, 55, 69]",12.942708333333334
1067,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Mac Ayres,Games,bed,"[81, 113, 138]",3.558159722222222
1068,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,St Mary's Terrace,bed,"[19, 20, 20]",83.49913194444444
1069,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,St Mary's Terrace,bed,"[40, 55, 69]",12.942708333333334
1070,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Bruno Major,St Mary's Terrace,bed,"[81, 113, 138]",3.558159722222222
1071,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Matt Maltese,Everyone Adores You,bed,"[19, 20, 20]",83.49913194444444
1072,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Matt Maltese,Everyone Adores You,bed,"[40, 55, 69]",12.942708333333334
1073,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Matt Maltese,Everyone Adores You,bed,"[81, 113, 138]",3.558159722222222
1074,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Gogang,Love Is (Intro),bed,"[19, 20, 20]",83.49913194444444
1075,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Gogang,Love Is (Intro),bed,"[40, 55, 69]",12.942708333333334
1076,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Gogang,Love Is (Intro),bed,"[81, 113, 138]",3.558159722222222
1077,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Gogang,Your Night Is My Dream,bed,"[19, 20, 20]",83.49913194444444
1078,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Gogang,Your Night Is My Dream,bed,"[40, 55, 69]",12.942708333333334
1079,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Gogang,Your Night Is My Dream,bed,"[81, 113, 138]",3.558159722222222
1080,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Will Post,As Beautiful as You,bed,"[19, 20, 20]",83.49913194444444
1081,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Will Post,As Beautiful as You,bed,"[40, 55, 69]",12.942708333333334
1082,너에게 속삭이는 자장가,#자장가 #팝송추천 #플레이리스트 굿나잇,Will Post,As Beautiful as You,bed,"[81, 113, 138]",3.558159722222222
