이미지,제목,설명,가수,곡명,이미지객체
https://img.youtube.com/vi/5yDa8MHIJ9o/maxresdefault.jpg,"그저 잠시, 모든 걱정 내려놓고",#팝송추천 #플레이리스트 #노래추천 온전히 노래에 내 몸을 맡기고 싶은 날,Neptune,don't know why you're with me,person
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Stacey Kent,It Might As Well Be Spring,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Rachael & Vilray,Goodnight My Love,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Madeleine Peyroux,Don't Cry Baby,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Diana Panton,In A World Of My Own,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Rachael & Vilray,Any Little Time,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Rachael & Vilray,Is a Good Man Real?,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Janet Seidel,When Lights Are Low,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Aoi Teshima,La Vie en Rose,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Eva sur Seine,Dream of You,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Emmaline,Pick You Up,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Rachael & Vilray,Just Two,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Diana Panton,Destination Moon,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Madeleine Peyroux,The Summer Wind,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Rachael & Vilray,Hate is the Basis (of love),
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Delicatessen,i love the way you're breaking my heart,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Rachael & Vilray,Why Do I?,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Flora Martinez,Blue Moon,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Janet Seidel,Twilight Time,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Girls from Mars,Spring Cleaning,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Hailey Tuck,Love On Top,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Janet Seidel,Till There Was You,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Catherine Russell,As Long As I Live?,
https://img.youtube.com/vi/EeEKw7mLToA/maxresdefault.jpg,다가오는 봄을 기다리며,"#사운드바 #JBL #플레이리스트 * 본 콘텐츠는 JBL BAR 1300 소개를 위해 삼성전자의 지원을 받아 함께 제작하였으며, 유료 광고를 포함하고 있습니다.* JBL 사운드바 신제품 런칭 기념 네고막을책임져도될까 구독자 이벤트도 참여하세요.▼ JBL 사운드바 신제품 출시 특별전 방문하기 ▼- 네이버 :",Medelein Peyroux,Smile,
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,Hangsung,Hurt heart,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,hongjoin,you left your baggage,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,"Mr. Hong, pastels, Sarah Hemi, LATE LEE",ice cream at the konbini,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,HYBS,Prettiest To Me,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,juno roome,thursday morning,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,Gareth.T,mom I'm famous,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,"yuji, putri dahlia",Old Love (Stripped),person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,"Portair, Emily James",Life We've Built,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,hongjoin,Least That I Could Do,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,Arash Buana,over the moon,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,phendste,love life,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,mj apanay,mistake,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,Micah Yoo,Arlo,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,hongjoin,what do i say?,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,bloody white,a massage to that girl i fell in love with.,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,Charlie Lim,Room at the Table,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,Adrian Danial,let me know,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,Denyul,fool 4 love,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,HOHYUN,To The Moon,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,dempsey hope,for a day,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,Sunday Moon,Better,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,hongjoin,If Venice Can Sink,person
https://img.youtube.com/vi/9g2oIDKUSds/maxresdefault.jpg,오늘도 수고한 너에게,#팝송추천 #플레이리스트 #노래추천 오늘도 수고한 너이 노래 듣고 힐링하자,jun.e,i don't mind,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Anthony Lazaro,Sitting at the Edge of the World,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Rachael Yamagata,Duet,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Chet Baker,Blue Moon,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Chet Baker,"You're Mine, You!",person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Mac Ayres,You,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Anthony Lazaro,Kiss Deal,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),sky,california (outro),person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Nataly Dawn,Maybe a Love Song,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Sarah Hemi,A Soulmate Who Wasn't Meant To Be,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Api & Sarah Hemi,Isn't It Strange,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Chet Baker,"Sweet Sue, Just You",person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Tomo,Shiver,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Peter Manos,Do You Turn Red?,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Chet Baket,Come Rain Or Come Shine,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Chet Baker,Embraceable You,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Horace Bray,The Sweetest Thing,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Tomo,Oh Love,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Sarah Hemi,Unforgettable,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Jack Rabbit,Baby,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Conan Gray,Heather cover,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Charlie Bennett,Is This Falling?,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Sarah Hemi,i love you,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Sarah Hemi,A Song You Won't Hear,person
https://img.youtube.com/vi/42XwiY_rp4s/maxresdefault.jpg,"꽃을 보듯, 너를 본다.",#팝송추천 #플레이리스트 #노래추천 지금도 그대 앞에 꽃이 있고좋은 사람이 있지 않나요그 꽃을 마음껏 좋아하고그 사람을 마음껏 그리워하세요.꽃을 보듯 너를 본다 - 나태주 (2020),Lomelda,Talk,person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,"Sneha, ConTejas",So This Is Love,person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,Joey Stamper,In The Wee Small Hours Of The Morning,person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,Imaginary Future,Till There Was You,person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,Emily Watts,La Vie En Rose,person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,New West,Paris,person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,Mac Ayres,Games,person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,November Ultra,come into my arms,person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,Matt Maltese,Everyone Adores You (quiet),person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,Novo Amor,Keep Me,person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,Oscar Lang,million little reasons,person
https://img.youtube.com/vi/fgui1S2slZY/maxresdefault.jpg,사랑을 하고 있는 모든 이들에게,#팝송추천 #플레이리스트 #노래추천 당신은 어떤 사랑을 하고 있나요?,Anson Seabra,Can You Feel the Love Tonight,person
