curColor,curPer,curColor2,curPer2,curColor3,curPer3,curObject,curHead,curTitle,curExplain,curArtist,song,genre
Black,50.38,Grey,22.21,Grey,9.42,"['바지', '시력 관리', '고글', '색안경', '검정색과 흰색', '플래시 사진', '스타일', '안경', '단색화', '흑백 사진']",드라이브할맛나게하는트렌디하고세련된알앤비국내힙합ㅣR&BHipHop,Like I Do,,박재범,박재범 - Like I Do,R&B
Black,50.38,Grey,22.21,Grey,9.42,"['바지', '시력 관리', '고글', '색안경', '검정색과 흰색', '플래시 사진', '스타일', '안경', '단색화', '흑백 사진']",드라이브할맛나게하는트렌디하고세련된알앤비국내힙합ㅣR&BHipHop,Rewind,,VVON,VVON - Rewind,R&B
Black,50.38,Grey,22.21,Grey,9.42,"['바지', '시력 관리', '고글', '색안경', '검정색과 흰색', '플래시 사진', '스타일', '안경', '단색화', '흑백 사진']",드라이브할맛나게하는트렌디하고세련된알앤비국내힙합ㅣR&BHipHop,Westcoast Marriage,,Austn,Austn - Westcoast Marriage,R&B
Black,50.38,Grey,22.21,Grey,9.42,"['바지', '시력 관리', '고글', '색안경', '검정색과 흰색', '플래시 사진', '스타일', '안경', '단색화', '흑백 사진']",드라이브할맛나게하는트렌디하고세련된알앤비국내힙합ㅣR&BHipHop,Unlock,,차다빈,차다빈 - Unlock,R&B
Black,50.38,Grey,22.21,Grey,9.42,"['바지', '시력 관리', '고글', '색안경', '검정색과 흰색', '플래시 사진', '스타일', '안경', '단색화', '흑백 사진']",드라이브할맛나게하는트렌디하고세련된알앤비국내힙합ㅣR&BHipHop,Beautiful,,basecamp,basecamp - Beautiful,R&B
Black,50.38,Grey,22.21,Grey,9.42,"['바지', '시력 관리', '고글', '색안경', '검정색과 흰색', '플래시 사진', '스타일', '안경', '단색화', '흑백 사진']",드라이브할맛나게하는트렌디하고세련된알앤비국내힙합ㅣR&BHipHop,Need To Know,,박재범,박재범 - Need To Know,R&B
Black,50.38,Grey,22.21,Grey,9.42,"['플래시 사진', '속눈썹', '몸짓', '마이크로폰', '스타일', '검정색과 흰색', '음악', '오디오 장비', '악기', '음악가']",도입부부터씹어먹던그시절외힙00? ~ 10?  ㅣ00~10HIP-POPMIX,Without Me,,Eminem,Eminem - Without Me,랩/힙합
Black,50.38,Grey,22.21,Grey,9.42,"['플래시 사진', '속눈썹', '몸짓', '마이크로폰', '스타일', '검정색과 흰색', '음악', '오디오 장비', '악기', '음악가']",도입부부터씹어먹던그시절외힙00? ~ 10?  ㅣ00~10HIP-POPMIX,This Is Why I'm Hot,,MIMS,MIMS - This Is Why I'm Hot,랩/힙합
Black,50.38,Grey,22.21,Grey,9.42,"['플래시 사진', '속눈썹', '몸짓', '마이크로폰', '스타일', '검정색과 흰색', '음악', '오디오 장비', '악기', '음악가']",도입부부터씹어먹던그시절외힙00? ~ 10?  ㅣ00~10HIP-POPMIX,Who's That Girl?,,Eve,Eve - Who's That Girl?,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '속눈썹', '몸짓', '마이크로폰', '스타일', '검정색과 흰색', '음악', '오디오 장비', '악기', '음악가']",도입부부터씹어먹던그시절외힙00? ~ 10?  ㅣ00~10HIP-POPMIX,Shake That,,Eminem,Eminem - Shake That,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '속눈썹', '몸짓', '마이크로폰', '스타일', '검정색과 흰색', '음악', '오디오 장비', '악기', '음악가']",도입부부터씹어먹던그시절외힙00? ~ 10?  ㅣ00~10HIP-POPMIX,Walk It Out,,Unk,Unk - Walk It Out,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '속눈썹', '몸짓', '마이크로폰', '스타일', '검정색과 흰색', '음악', '오디오 장비', '악기', '음악가']",도입부부터씹어먹던그시절외힙00? ~ 10?  ㅣ00~10HIP-POPMIX,2 Step,,Unk,Unk - 2 Step,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '속눈썹', '몸짓', '마이크로폰', '스타일', '검정색과 흰색', '음악', '오디오 장비', '악기', '음악가']",도입부부터씹어먹던그시절외힙00? ~ 10?  ㅣ00~10HIP-POPMIX,I Can,,Nas,Nas - I Can,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,밤수성,,새벽공방,새벽공방 - 밤수성,인디
Black,39.46,Black,12.66,Pink,12.31,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,No One Told Me Why,,알레프,알레프 - No One Told Me Why,인디
Black,39.46,Black,12.66,Pink,12.31,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,스타티스  ),,서영,서영 - 스타티스  ),재즈
Black,39.46,Black,12.66,Pink,12.31,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,푸르름,,연풀,연풀 - 푸르름,인디
Black,39.46,Black,12.66,Pink,12.31,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,아닌데,,정아로,정아로 - 아닌데,발라드
Black,39.46,Black,12.66,Pink,12.31,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,은하수,,다람,다람 - 은하수,재즈
Black,39.46,Black,12.66,Pink,12.31,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,시차,,모트,모트 - 시차,R&B
Black,39.46,Black,12.66,Pink,12.31,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,찰칵,,김솔,김솔 - 찰칵,인디
Black,39.46,Black,12.66,Pink,12.31,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']",방해받지않는온전한나의시간에틀어놓기좋은국내&인디발라드,시차,,백아,백아 - 시차,인디
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,웃어넘기기엔 너무 사랑했던 너라,,도유카,도유카 - 웃어넘기기엔 너무 사랑했던 너라,발라드
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,Rewind,,VVON,VVON - Rewind,R&B
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,Why,,박재범,박재범 - Why,댄스
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,곁에 있어줘,,SOLE,SOLE - 곁에 있어줘,R&B
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,bebe,,도유카,도유카 - bebe,R&B
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,SKIT,,Slom,Slom - SKIT,R&B
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,Unlock,,차다빈,차다빈 - Unlock,R&B
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,술래잡기,,JAEHA,JAEHA - 술래잡기,R&B
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,낙서,,펀치넬로,펀치넬로 - 낙서,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']",산책하기좋은날! 적당히신나는두둠칫국내힙합알앤비모음,안 아름답고도 안 아프구나,,원슈타인,원슈타인 - 안 아름답고도 안 아프구나,R&B
Black,39.46,Black,12.66,Pink,12.31,"['후드', '자동차 타이어', '자동차 조명', '검은색', '자동차', '자동차 디자인', '헤드램프', '자동차 외장', '자동차 휠 시스템', '가장자리']",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,Like I Do,,박재범,박재범 - Like I Do,R&B
Black,39.46,Black,12.66,Pink,12.31,"['후드', '자동차 타이어', '자동차 조명', '검은색', '자동차', '자동차 디자인', '헤드램프', '자동차 외장', '자동차 휠 시스템', '가장자리']",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,SUMMERIDE,,박재범,박재범 - SUMMERIDE,R&B
Black,39.46,Black,12.66,Pink,12.31,"['후드', '자동차 타이어', '자동차 조명', '검은색', '자동차', '자동차 디자인', '헤드램프', '자동차 외장', '자동차 휠 시스템', '가장자리']",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,party,,식케이,식케이 - party,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['후드', '자동차 타이어', '자동차 조명', '검은색', '자동차', '자동차 디자인', '헤드램프', '자동차 외장', '자동차 휠 시스템', '가장자리']",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,Is It Love?,,식케이,식케이 - Is It Love?,R&B
Black,39.46,Black,12.66,Pink,12.31,"['후드', '자동차 타이어', '자동차 조명', '검은색', '자동차', '자동차 디자인', '헤드램프', '자동차 외장', '자동차 휠 시스템', '가장자리']",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,Unlock,,차다빈,차다빈 - Unlock,R&B
Black,39.46,Black,12.66,Pink,12.31,"['후드', '자동차 타이어', '자동차 조명', '검은색', '자동차', '자동차 디자인', '헤드램프', '자동차 외장', '자동차 휠 시스템', '가장자리']",외출하기전플리챙기셔야죠? 적당한비트와그루비한국내알앤비힙합,Exotic & Toxic,,식케이,식케이 - Exotic & Toxic,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['의류', '인간', '구름', '드레스', '플래시 사진', '패션', '서 있는', '하늘', '자동차 디자인', '몸짓']",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,Stay Beautiful,,JAMIE,JAMIE - Stay Beautiful,R&B
Black,39.46,Black,12.66,Pink,12.31,"['의류', '인간', '구름', '드레스', '플래시 사진', '패션', '서 있는', '하늘', '자동차 디자인', '몸짓']",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,웃어넘기기엔 너무 사랑했던 너라,,도유카,도유카 - 웃어넘기기엔 너무 사랑했던 너라,발라드
Black,39.46,Black,12.66,Pink,12.31,"['의류', '인간', '구름', '드레스', '플래시 사진', '패션', '서 있는', '하늘', '자동차 디자인', '몸짓']",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,Why,,박재범,박재범 - Why,댄스
Black,39.46,Black,12.66,Pink,12.31,"['의류', '인간', '구름', '드레스', '플래시 사진', '패션', '서 있는', '하늘', '자동차 디자인', '몸짓']",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,Unlock,,차다빈,차다빈 - Unlock,R&B
Black,39.46,Black,12.66,Pink,12.31,"['의류', '인간', '구름', '드레스', '플래시 사진', '패션', '서 있는', '하늘', '자동차 디자인', '몸짓']",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,That Body,,YSAP,YSAP - That Body,R&B
Black,39.46,Black,12.66,Pink,12.31,"['의류', '인간', '구름', '드레스', '플래시 사진', '패션', '서 있는', '하늘', '자동차 디자인', '몸짓']",여유로운하루를만들어주는트렌디하고나른한국내알앤비힙합모음,Down,,장한나,장한나 - Down,R&B
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '물', '식물', '생태지역', '자연 경관', '초목', '육상 식물', '나무', '구름', '잔디']","봄그리고여름사이,  ?? 몽글몽글기분업시켜주는POP팝송모음","she likes spring, I prefer winter",,slchld,"slchld - she likes spring, I prefer winter",R&B
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '물', '식물', '생태지역', '자연 경관', '초목', '육상 식물', '나무', '구름', '잔디']","봄그리고여름사이,  ?? 몽글몽글기분업시켜주는POP팝송모음",Love U Like That,,Lauv,Lauv - Love U Like That,POP
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '물', '식물', '생태지역', '자연 경관', '초목', '육상 식물', '나무', '구름', '잔디']","봄그리고여름사이,  ?? 몽글몽글기분업시켜주는POP팝송모음",Good Day,,Surfaces,Surfaces - Good Day,POP
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '물', '식물', '생태지역', '자연 경관', '초목', '육상 식물', '나무', '구름', '잔디']","봄그리고여름사이,  ?? 몽글몽글기분업시켜주는POP팝송모음",Sunday Best,,Surfaces,Surfaces - Sunday Best,R&B
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,미안해 미워해 사랑해,,Crush,Crush - 미안해 미워해 사랑해,발라드
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,이별행동,,이우,이우 - 이별행동,발라드
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,꽃잎이 떨어질 때쯤,,김송연,김송연 - 꽃잎이 떨어질 때쯤,발라드
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,그려보다,,박경태,박경태 - 그려보다,발라드
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,그리움을 지워줘,,한우석,한우석 - 그리움을 지워줘,발라드
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,마음대로,,한솔,한솔 - 마음대로,발라드
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,네가 없던 내 하루는 또 흐른다,,정승수,정승수 - 네가 없던 내 하루는 또 흐른다,발라드
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,그대 없는 밤 ),,제이크오,제이크오 - 그대 없는 밤 ),발라드
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,이별 없는 사랑이 존재하긴 할까,,제이크오,제이크오 - 이별 없는 사랑이 존재하긴 할까,발라드
Black,39.46,Black,12.66,Pink,12.31,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']",아무생각하기싫을때가만히누어서듣고싶은잔잔한음악,우린 없지만,,wont,wont - 우린 없지만,인디
Black,39.46,Black,12.66,Pink,12.31,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,Rainy day,,PATEKO,PATEKO - Rainy day,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,차가워,,Chan,Chan - 차가워,R&B
Black,39.46,Black,12.66,Pink,12.31,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,너의 밤엔,,크루셜스타,크루셜스타 - 너의 밤엔,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,술없이는아무것도못하는놈,,기리보이,기리보이 - 술없이는아무것도못하는놈,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,곁에 있어주길,,박재범,박재범 - 곁에 있어주길,R&B
Black,39.46,Black,12.66,Pink,12.31,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,너가 잘 지내는 것 같아 괜찮아,,KURO,KURO - 너가 잘 지내는 것 같아 괜찮아,랩/힙합
Black,39.46,Black,12.66,Pink,12.31,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,Unlock,,차다빈,차다빈 - Unlock,R&B
Black,39.46,Black,12.66,Pink,12.31,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,CASABLANCA,,LEON,LEON - CASABLANCA,랩/힙합
Pink,12.61,Pink,10.13,Brown,9.84,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']",도입부부터극락가는알앤비감성국내힙합│K-HIPPOPTRACKLIST,불면증,,Rew,Rew - 불면증,랩/힙합
Pink,12.61,Pink,10.13,Brown,9.84,"['식물', '나무', '자연 경관', '고지', '자연 속의 사람들', '잔디', '폰트', '육상 식물', '목초지', '풍경']",기분좋은하루의시작여유로운오후를200% 즐기는방법lpleasantmusic,Love U Like That,,Lauv,Lauv - Love U Like That,POP
Pink,12.61,Pink,10.13,Brown,9.84,"['식물', '나무', '자연 경관', '고지', '자연 속의 사람들', '잔디', '폰트', '육상 식물', '목초지', '풍경']",기분좋은하루의시작여유로운오후를200% 즐기는방법lpleasantmusic,LAST GOODBYE,,sunkis,sunkis - LAST GOODBYE,기타
Pink,12.61,Pink,10.13,Brown,9.84,"['식물', '나무', '자연 경관', '고지', '자연 속의 사람들', '잔디', '폰트', '육상 식물', '목초지', '풍경']",기분좋은하루의시작여유로운오후를200% 즐기는방법lpleasantmusic,Falling Awake,,HIGHST,HIGHST - Falling Awake,POP
Pink,12.61,Pink,10.13,Brown,9.84,"['식물', '나무', '자연 경관', '고지', '자연 속의 사람들', '잔디', '폰트', '육상 식물', '목초지', '풍경']",기분좋은하루의시작여유로운오후를200% 즐기는방법lpleasantmusic,I Just Wanted You,,Openside,Openside - I Just Wanted You,록/메탈
Pink,12.61,Pink,10.13,Brown,9.84,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,Wish U,,16,16 - Wish U,R&B
Pink,12.61,Pink,10.13,Brown,9.84,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,wave,,KIMI,KIMI - wave,R&B
Pink,12.61,Pink,10.13,Brown,9.84,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,good guys,,LANY,LANY - good guys,POP
Pink,12.61,Pink,10.13,Brown,9.84,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,cowboy in LA,,LANY,LANY - cowboy in LA,POP
Grey,39.48,Black,25.86,Black,12.18,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,Changes,,Lauv,Lauv - Changes,POP
Grey,39.48,Black,25.86,Black,12.18,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,Where Am I At,,MAX,MAX - Where Am I At,POP
Grey,39.48,Black,25.86,Black,12.18,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,bad news,,LANY,LANY - bad news,POP
Grey,39.48,Black,25.86,Black,12.18,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']",잔잔하게들려오는파도소리와함께잔잔하고무드있는팝송모음,For Now,,Lauv,Lauv - For Now,POP
Grey,39.48,Black,25.86,Black,12.18,"['청바지', '플래시 사진', '몸짓', '스타일', '검정색과 흰색', '티셔츠', '폰트', '단색화', '흑백 사진', '이벤트']",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,Runaway,,오웰무드,오웰무드 - Runaway,R&B
Grey,39.48,Black,25.86,Black,12.18,"['청바지', '플래시 사진', '몸짓', '스타일', '검정색과 흰색', '티셔츠', '폰트', '단색화', '흑백 사진', '이벤트']",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,Like I Do,,박재범,박재범 - Like I Do,R&B
Grey,39.48,Black,25.86,Black,12.18,"['청바지', '플래시 사진', '몸짓', '스타일', '검정색과 흰색', '티셔츠', '폰트', '단색화', '흑백 사진', '이벤트']",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,UFO,,GEMINI,GEMINI - UFO,R&B
Grey,39.48,Black,25.86,Black,12.18,"['청바지', '플래시 사진', '몸짓', '스타일', '검정색과 흰색', '티셔츠', '폰트', '단색화', '흑백 사진', '이벤트']",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,HIGH,,릴보이,릴보이 - HIGH,랩/힙합
Grey,39.48,Black,25.86,Black,12.18,"['청바지', '플래시 사진', '몸짓', '스타일', '검정색과 흰색', '티셔츠', '폰트', '단색화', '흑백 사진', '이벤트']",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,Rain,,GAON_Art,GAON_Art - Rain,랩/힙합
Grey,39.48,Black,25.86,Black,12.18,"['청바지', '플래시 사진', '몸짓', '스타일', '검정색과 흰색', '티셔츠', '폰트', '단색화', '흑백 사진', '이벤트']",월요병싹날아가게해주는트렌디한국내힙합&알앤비모음,She's like a Pretty Witch,,SHIRT,SHIRT - She's like a Pretty Witch,R&B
Grey,39.48,Black,25.86,Black,12.18,"['거울', '하늘', '자동차 사이드미러', '차량', '자동차 거울', '자동차', '자동차', '물', '자동차 조명', '백미러']",햇살좋은날이노래틀어놓고드라이브가자 | DrivePlaylist,Stay Together,,Lauv,Lauv - Stay Together,POP
Grey,39.48,Black,25.86,Black,12.18,"['코', '얼굴', '볼', '말뿐인', '편안', '플래시 사진', '귀', '행복하다', '아이리스', '몸짓']",""" 당신은항상내곁에있어주었죠 ""｜부모님을떠올리며듣는노래acalmpopsong",if this is the last time,,LANY,LANY - if this is the last time,POP
Grey,39.48,Black,25.86,Black,12.18,"['코', '얼굴', '볼', '말뿐인', '편안', '플래시 사진', '귀', '행복하다', '아이리스', '몸짓']",""" 당신은항상내곁에있어주었죠 ""｜부모님을떠올리며듣는노래acalmpopsong",Her,,Anne-Marie,Anne-Marie - Her,POP
Grey,39.48,Black,25.86,Black,12.18,"['코', '얼굴', '볼', '말뿐인', '편안', '플래시 사진', '귀', '행복하다', '아이리스', '몸짓']",""" 당신은항상내곁에있어주었죠 ""｜부모님을떠올리며듣는노래acalmpopsong",Daddy,,Coldplay,Coldplay - Daddy,POP
Black,28.44,Pink,17.75,Grey,16.0,"['말뿐인', '손', '사진', '눈썹', '하얀색', '검은색', '플래시 사진', '캡', '검정색과 흰색', '몸짓']",외힙에환장하는사람들어와!  외국힙합종결! 개쩌는외힙모음   | BestHip-HopMix,piccolo,,bbno$,bbno$ - piccolo,랩/힙합
Black,28.44,Pink,17.75,Grey,16.0,"['말뿐인', '손', '사진', '눈썹', '하얀색', '검은색', '플래시 사진', '캡', '검정색과 흰색', '몸짓']",외힙에환장하는사람들어와!  외국힙합종결! 개쩌는외힙모음   | BestHip-HopMix,BIG MAD,,Ktlyn,Ktlyn - BIG MAD,랩/힙합
Pink,25.33,Grey,21.83,Grey,19.44,"['말뿐인', '손', '사진', '눈썹', '하얀색', '검은색', '플래시 사진', '캡', '검정색과 흰색', '몸짓']",외힙에환장하는사람들어와!  외국힙합종결! 개쩌는외힙모음   | BestHip-HopMix,Tuesday,,Duckwrth,Duckwrth - Tuesday,랩/힙합
