이미지,제목,설명,가수,곡명
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,LANY,13
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,Bubble Tea and Cigarettes,"Go Downstairs to the Blue Moon, Buy Some Fried Chicken"
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,Cbarrga,Unrequited Love
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,juno roome,thursday morning
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,O3hon,Somehow
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,wave to earth,seasons
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,"Cbarrgs, Esther Joh",Let Me Know
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,Vince Villafan,Don't Remind Me
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,"Jakob, Clairo",You Might Be Sleeping
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,Cbarrgs,Reality Check
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,"Taran, Tarjei Grimsby",Cigarette Man
https://img.youtube.com/vi/8Q3cX7N8ahw/maxresdefault.jpg,"그 해 여름, 해변의 노을은 유난히 아름다웠다.",#팝송추천 #플레이리스트 #노래추천 노을 지는 여름 바다의 낭만.,mystery arcade,Paris
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,"d4vd, Laufey",This Is How Feels
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Devin Kennedy,Nothing Compares
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,eaJ,50 proof
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,eaJ,"Sincerely,"
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,RINI,A Starry Night in Apollo Bay
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,keshi,ANGEL
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,SOLOMON,do you wnat my love?
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,yaeow,if i am without u
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,eaJ,la trains
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,TALA,nevermind (stripped)
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,"HENRY, Yuna",Real Love Still Exists
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,SOLOMON - phases,Acoustic
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Finding Hope,another guy
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,yaeow,favorite lesson
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,brakence,hypochondriac
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Ryan Beatty,Ribbons
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Finding Hope,yellow lights
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,mehro,perfume
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Nick Wilson,Black and Blue
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Finding Hope,Okay
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Joshua Bassett,i'm sorry
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,yaeow,a song for when you fall in love
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Tarune,Met a Girl
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Rich,Trouble
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,yaeow,does it really matter?
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Finding Hope,Valentine's Day
https://img.youtube.com/vi/jH_a4ByJ1Yc/maxresdefault.jpg,너라는 존재의 안도,#팝송추천 #플레이리스트 #노래추천 네가 있어 다행이야,Public Library Commute,time moves slow
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,The Paper Kites,Tin Lover
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Oscar Lang,million little reasons
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Joesef,Let's Stay Together
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Olivia Klugman,Raining in June
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Lauren Coleman,I'll Be Seeing You
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Matt Maltese,Everyone Adores You (quiet)
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,"The Paper Kites, Lucy Rose",For All You Give
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Leith Ross,Coming Back to Me
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Billie Marten,Fish
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Matt Maltese,When You Wash Your Hair
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,New West,Paris
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Puma Blue,Untitled 2
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,juno roome,How Deep Is Your Love
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Emily Watts,La Vie En Rose
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Matt Maltese,Mystery (quiet)
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Ethan Gruska,Dialing Drunk
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Api & Sarah Hemi,Isn't It Strange
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Faye,Cruel World
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Anson Seabra,Hindenburg Lover
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,"Someone, Benjamin Longman",True Love Will Find You In The End
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Son Of Cloud,I Love You More
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Billie Marten,Teeth
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,The Paper Kites,Does it Ever Cross Your Mind
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Benjamin Torrens,Early Morning Still
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Chris Staples,Always On My Mind
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Puma Blue,Want Me
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,Anthony Lazaro,Gravity
https://img.youtube.com/vi/rG0c_ZILHKg/maxresdefault.jpg,비 오는 날의 수채화,#팝송추천 #플레이리스트 #노래추천 미온수처럼 따뜻한 여름 비가 내린다.,The Paper Kites,A Gathering On 57th
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉","Peder Elias, Hkeem",Loving You Girl
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",ZAYN,Let Me
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Yueku,Second Best
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Lauv,I Like Me Better
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Conor Matthews,Midnight Flight
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Valley,"Good, but not together"
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉","No Rome, The 1975",Narcissist
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Ethan Dufault,Signs
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Yueku,Somewhere Else
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Virginia To Vegas,what are we
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Jake Miller,Ross And Rachel
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Lauv,All 4 Nothing (I'm So In Love)
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉","Emily Vaughn, Joseph Tilley, we're ok!",madly
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Yueku,Mindreader
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Conor Matthews,Forever Right Now
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Neptune,Shut Up I Love U
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Yueku,Catch Me If You Can
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Conor Matthews,Older
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉","Lauv, LANY",Mean It
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",LANY,dna
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Nightly,the movies
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Ethan Dufault,View
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Valley,Oh Shit...are we in love?
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉","Lauv, Troye Sivan",i'm so tired...
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Mason Murphy,On And Off
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",JUNNY,Not About You (ENG Ver.)
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",LANY,ex i never had
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉","Neptune, Matthew Zeitler",I Want U
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Neptune,three sixty five
https://img.youtube.com/vi/wguuTjgATeY/maxresdefault.jpg,"떠나자, 어디로든","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Nobody likes you fat,i hate all my friends (sometimes)
https://img.youtube.com/vi/TXkb1hQ2cE0/maxresdefault.jpg,"파리의 아침, 센 강에서 여유를","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉",Anthony Lazaro,Sunday Breakfast
https://img.youtube.com/vi/TXkb1hQ2cE0/maxresdefault.jpg,"파리의 아침, 센 강에서 여유를","#카페음악 #팝송추천 #플레이리스트 생각만으로도 기분 좋아지는 여행 ✈설레는 여행 길에 함께 할 플레이리스트를현대백화점면세점과 네고책이 함께 선보입니다.지금 현대백화점면세점에서 평생 회원으로 가입하고,온·오프라인 멤버십 등급 업그레이드 기회를 받아보세요!👉","Anthony Lazaro, Marle Thomson",Ten Years from Now
