이미지,제목,설명,가수,곡명,이미지객체,이미지색감
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,"yaeow, Neptune",The Way I Love You,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Hayd,When You Were Mine,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Hayd,When You Were Mine,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Hayd,When You Were Mine,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Avery Lynch,you're just a guy,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Avery Lynch,you're just a guy,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Avery Lynch,you're just a guy,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Stephen Sanchez,I Want You,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Stephen Sanchez,I Want You,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Stephen Sanchez,I Want You,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Abe Parker - Butterflies,Acoustic,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Abe Parker - Butterflies,Acoustic,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Abe Parker - Butterflies,Acoustic,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,MAX - EDIE CELINE,Stripped Version,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,MAX - EDIE CELINE,Stripped Version,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,MAX - EDIE CELINE,Stripped Version,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Maximillian - Ripples,Acoustic,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Maximillian - Ripples,Acoustic,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,Maximillian - Ripples,Acoustic,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,yaeow,still that kid (deep down),person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,yaeow,still that kid (deep down),person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,yaeow,still that kid (deep down),person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,yaeow,everything to me,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,yaeow,everything to me,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,yaeow,everything to me,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,"d4vd, Laufey",This Is How It Feels,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
https://img.youtube.com/vi/Cnh7exHmJ_U/maxresdefault.jpg,사랑이 머문 자리에,#팝송추천 #플레이리스트 #노래추천 우리가 함께했던 수많은 공간에는 아직도 그때의 사랑이 머물러 있을까,"d4vd, Laufey",This Is How It Feels,person,"{'color': array([ 7, 10, 13]), 'percentage': 53.56597222222222}"
